"2495","40455","Arbol 2.10M Verde Rama Combinada ZG210HZ","637.20","306"
"2497","40458","Arbol 2.10M Blanco Tradicional ZG210ZB","608.40","303"
"2502","40901","Arbol 1.80M  Fibra Optica Bicolor JL002-18","1580.00","3419"
"2503","0","Libre","30.00","887"
"2507","52428","Inflable 2.40M Oso Polar con Pinguinos JL96084","730.00","181"
"2511","51518","Inflable 1.50M Trineo Santa y Renos JL96045","850.00","1017"
"2515","50007","Inflable Oso con Pinguino Sube Baja JL96074","790.00","667"
"2516","59253","Inflable 1.50M Fantasma Colgante WS-5010-F ","374.57","2812"
"2518","54006","Inflable 4M Muñeco de Nieve Gigante JL96141","1340.00","624"
"2521","51272","Inflable 1.20M Oso Felpa Cafe JL96170","550.00","370"
"2522","52477","Inflable 2.40M Oso Felpa Cafe JL96159","1050.00","369"
"2523","51254","Inflable 1.20M Pinguino que Tiembla JL96164","460.00","182"
"2524","52470","Inflable 2.40M Santa Claus con Esfera JL96151","1180.00","368"
"2525","51263","Inflable 1.20M Bota Muñeco de Nieve JL96166","470.00","183"
"2526","1","Error","360.00","184"
"2527","52491","Inflable 2.40M Santa Tipo Felpa ML9166","845.00","378"
"2528","52484","Inflable 2.40M Nacimiento ML9164","1062.00","373"
"2536","0","Libre","147.00","681"
"2537","0","Libre","60.00","874"
"2538","0","Libre","90.00","879"
"2539","0","Libre","30.00","894"
"2540","0","Libre","40.00","898"
"2543","0","Libre","40.00","914"
"2544","0","Libre","40.00","915"
"2545","0","Libre","60.00","901"
"2546","0","Libre","40.00","902"
"2547","0","Libre","40.00","910"
"2548","17851","Estrella con Feston LED Color","30.00","907"
"2549","0","Libre","30.00","908"
"2550","0","Libre","0.00","365"
"2551","0","Libre","179.00","253"
"2554","0","Libre","0.00","254"
"2555","0","Libre","179.00","255"
"2557","0","Libre","0.00","399"
"2558","52121","Inflable 2.1M Trineo de Santa WS301324T ","1125.00","1406"
"2561","0","Libre","189.00","256"
"2562","0","Libre","189.00","257"
"2563","0","Libre","189.00","258"
"2565","0","Libre","0.00","259"
"2566","0","Libre","0.00","260"
"2567","52405","Inflable 2.4M Santa Saludando WS20125S","728.00","1412"
"2570","33348","Dulcera Duende Verde con Rojo/Verde 45X20CM","65.00","400"
"2571","33349","Dulcera Duendecita Rojo/Verde 45X20CM","65.00","401"
"2572","33340","Dulcera Santa Claus Roj/Bco 45x24CM","65.00","261"
"2573","14561","Cascada V9 LED 500 Luces Blanca c/Negro 7.4M","218.00","1221"
"2574","5304","Cubrebocas Triple Capa (Para Clientes)","0.80","2975"
"2575","33130","Colgante para Puerta Santa Claus Oro/Beige 32X17CM","44.00","165"
"2576","33131","Colgante para Puerta Muñeco de Nieve Oro/Beige 32X17CM","44.00","994"
"2577","33136","Colgante para Puerta Muñeco de Nieve Roj/Vde 32X17CM","44.00","996"
"2578","29439","Metro de Liston Azul y Plata P5806109","1.53","948"
"2579","40001","Base Giratoria 202062","835.50","949"
"2581","0","Libre","22.00","966"
"2582","51803","Inflable 1.8M Muneco de Nieve WS301335M","555.00","262"
"2583","53005","Inflable 3M Muneco de Nieve WS201260M","1250.00","1998"
"2586","59904","Nacimiento Animado Chico Oro","225.00","601"
"2587","59906","Nacimiento Animado Chico Rojo","225.00","604"
"2588","52412","Inflable 2.4M Resbaladilla  WS301354","1277.00","1418"
"2589","0","Libre","190.00","391"
"2590","52408","Inflable 2.40M Oso Polar C/Pinguino WS30138","999.00","1416"
"2595","59916","Nacimiento Grande Oro","550.00","189"
"2596","59917","Nacimiento Grande Rojo","510.00","190"
"2597","59931","Portal Casita","150.00","1387"
"2599","59801"," Oso Navideño de Plastico con Luz 69CM","355.00","130"
"2600","52410","Inflable 2.4M Santa Claus WS301339 WS 201254","975.00","1417"
"2601","0","Libre","230.00","132"
"2602","64727","Bote 20 Esferas 8CM Roja B8R-20pz","94.00","1050"
"2603","0","Libre","50.00","1055"
"2604","0","Libre","35.00","1827"
"2605","10994","Serie Destellos V3 LED 500 Luces Calida c/Negro 9.5M","149.00","1123"
"2606","14342","Cascada Destellos V3 LED 240 Luces Calida c/Verde 3.5M","124.00","1115"
"2609","0","Libre","218.00","1222"
"2610","5608","Controlador","6.00","973"
"2611","0","Libre","310.50","1107"
"2612","33281","Muñeco de Nieve Parado Roj/Vde 47X25CM","125.00","978"
"2613","33280","Santa Claus Parado Roj/Vde 47X25CM","125.00","977"
"2614","33100","Santa Claus Pies de Bolitas Rojo/Verde 35X12CM","32.00","998"
"2615","33101","Muñeco de Nieve Pies de Bolitas Rojo/Verde 35X12CM","32.00","999"
"2616","33102","Reno Pies de Bolitas Rojo/Verde 35X12CM Aprox","35.00","997"
"2618","0","Libre","310.50","1355"
"2619","31288","Pieza Muñeco Peluche Oro/Beige","21.25","145"
"2620","31293","Pieza Muñeco Peluche Plata/Bco","21.25","968"
"2621","31298","Pieza Muñeco Peluche Rojo/Verde","20.75","323"
"2622","31315","Caja 12 Muñecos de Navidad de Peluche Oro/Beige 17X28CM","233.00","3204"
"2623","31320","Caja 12 Muñecos de Navidad de Peluche Plata/Blanco 17X28CM","233.00","3205"
"2624","31325","Caja 12 Muñecos de Navidad de Peluche Rj/Vde 17X28CM","228.00","3203"
"2626","0","Libre","70.00","348"
"2627","0","Libre","70.00","349"
"2628","30803","Tapete de Navidad Plastico Turquesa 2014","70.00","350"
"2631","29881","Limpiapipas Azul","0.23","482"
"2633","29887","Limpiapipas Morado","0.23","355"
"2635","17511","Cortina LED 400 Luces Blanca C/Transp 3X1.5M","198.55","1109"
"2636","29890","Limpiapipas Oro","0.26","353"
"2637","29892","Limpiapipas Plata","0.23","352"
"2638","29893","Limpiapipas Rojo","0.26","354"
"2639","17963","Minimulticontacto","8.50","192"
"2640","17951","Extension 3M","19.59","224"
"2641","17952","Extension 5M","25.63","225"
"2642","51810","Inflable 1.80M Santa en Bota WS301334S","599.00","1415"
"2643","17953","Extension 10M","43.52","226"
"2644","17962","Multicontacto","80.00","227"
"2646","69998","Gancho para Esfera","3.38","356"
"2647","29901","Bolsa Limpiapipas Azul 100 Pz","24.02","3167"
"2651","29910","Bolsa Limpiapipas Oro 100 Pz","24.01","3163"
"2652","29912","Bolsa Limpiapipas Plata 100 Pz","24.01","3164"
"2653","29913","Bolsa Limpiapipas Rojo 100 Pz","24.01","3089"
"2655","0","Libre","50.00","1052"
"2656","0","Libre","120.00","237"
"2663","0","Libre","36.20","367"
"2664","10073","Serie LED 100 Luces Bco/Az C/Transparente 6M","0.00","146"
"2665","10091","Serie Musical LED 140 Luces Blanca C/Transparente 7.6M","68.00","715"
"2666","10096","Serie Musical LED 140 Luces Color c/Verde 6.2M","68.00","390"
"2668","10125","Serie LED 140 Luces Color C/Transparente 7M","68.00","1370"
"2671","10253","Serie LED 500 Luces Bco/Azul C/Transparente 25M","174.40","1100"
"2675","14048","Cascada LED 300 Luces Az/Bco C/Transparente 6M","106.00","1199"
"2677","14381","Cascada Destellos V3 LED 480 Luces Blanca 6.5M","226.00","174"
"2678","14161","Cascada LED 1000 Luces Blanca C/Transparente 20M","410.00","409"
"2679","14163","Cascada LED 1000 Luces Color C/Transparente 20M","410.00","410"
"2680","14201","Cascada Minicanica V8 LED 300 Luces Blanco C/Blanco 6M","133.00","644"
"2681","14203","Cascada Minicanica V8 LED 300 Luces Color C/Blanco 6M","133.00","645"
"2683","0","Libre","156.00","665"
"2684","0","Libre","156.00","207"
"2686","0","Libre","27.00","1813"
"2687","0","Libre","30.00","912"
"2698","64604","Bote 20 Esferas 8CM Azul y Plata B8A+P-20pz","94.00","1060"
"2699","0","Libre","75.00","1057"
"2700","0","Libre","75.00","1044"
"2701","14082","Cascada LED 500 Luces Calida C/Transparente 10M","164.00","762"
"2702","64733","Bote 20 Esferas 8CM Roja y Oro B8R+O-20pz","94.00","1045"
"2703","0","Libre","50.00","1697"
"2704","0","Libre","185.00","1367"
"2707","41204","Arbol con Flores con Luz LED Blanca 26X42CM","162.00","147"
"2708","17662","Luminario Solar de Huellitas","50.00","416"
"2709","0","Libre","75.00","1691"
"2710","10962","Serie Destellos V3 LED 300 Luces Blanca c/Negro 5.9M","99.00","148"
"2711","10966","Serie Destellos V3 LED 300 Luces Color c/Negro 5.9M","99.00","149"
"2717","27090","Helecho Mediano Oro M21124","9.50","556"
"2721","0","Libre","30.00","481"
"2731","0","Libre","11.40","1288"
"2737","17701","Serie Foco Largo LED 300 Luces Blanca 14.4M","52.50","1802"
"2738","17702","Serie Foco Largo LED 300 Luces Calida 14.4M","52.50","1710"
"2740","0","Libre","70.00","709"
"2746","10583","Serie Minicanica V8 LED 300 Luces Bco/Az c/Verde 15M","113.00","1162"
"2749","10632","Serie Minicanica V8 LED 500 Luces Blanca c/Verde 25M","165.00","732"
"2750","10636","Serie Minicanica V8 LED 500 Luces Color c/Verde 25M","0.00","150"
"2751","16049","Manguera LED Blanca/Azul 10M ","100.00","1303"
"2758","16981","Metro de Manguera LED Blanca","13.62","151"
"2759","16983","Metro de Manguera LED Color","10.88","402"
"2760","16990","Metro de Manguera LED Bco/Az","10.88","153"
"2765","16521","Manguera Plana LED Blanca 10M","161.99","1145"
"2766","16523","Manguera Plana LED 10M Color","158.00","1146"
"2767","17081","Metro de Tira LED Blanca Sencilla","18.90","247"
"2768","17082","Metro de Tira LED Calida","20.48","441"
"2769","17113","Metro de Tira LED Color","21.98","248"
"2780","25062","Nochebuena Blanca DL63301","16.15","551"
"2781","0","Libre","81.66","271"
"2789","0","Libre","194.00","2633"
"2790","0","Libre","194.00","2632"
"2791","64187","Bote 35 Esferas 7CM Roja 37417","194.00","2631"
"2792","0","Libre","194.00","2636"
"2793","0","Libre","147.00","679"
"2795","65177","Bote 40 Esferas 8CM 80DLCG-40CCC","312.00","2211"
"2796","65273","Bote 40 Esferas 8CM Roja y Oro 80DLCG-40RJD","288.00","2215"
"2806","0","Libre","173.00","290"
"2809","0","Libre","78.00","299"
"2810","40256","Arbol 1.50M Verde ZG150A","430.20","3242"
"2811","40356","Arbol 1.80M Verde Cepillo ZG180HD/HSHD","628.21","587"
"2813","40362","Arbol 1.80M Verde Desmontable ZG180A","608.40","307"
"2814","40459","Arbol 2.10M Verde Cepillo ZG210HD/HSHD","943.19","588"
"2815","40462","Arbol 2.10M Verde Desmontable ZG210A","720.00","308"
"2818","0","Libre","70.00","885"
"2822","1","ERROR ESTACIONALIDA X2","840.00","186"
"2824","51856","Inflable Farol Esfera C/Santa 1.80M JL96117","990.00","716"
"2833","0","Libre","179.00","364"
"2837","30022","Pie de Arbol Estampado Arboles Navidad Verde 1M","78.00","154"
"2838","30020","Pie de Arbol Estampado Regalo Nochebuenas Bco/Roj 1M","86.00","155"
"2840","30021","Pie de Arbol Estampado Corona Moño Vde/Roj 1M","72.00","156"
"2842","52111","Inflable 2.10M Oso con Regalo Felpa ML9178","888.00","1322"
"2843","33135","Colgante para Puerta Santa Claus Roj/Vde32X17CM","44.00","166"
"2844","0","Libre","385.00","1223"
"2847","17512","Cortina LED 400 Luces Calida C/Transp 3X1.5M","198.55","1110"
"2848","10992","Serie Destellos V3 LED 500 Luces Blanca c/Negro 9.5M","149.00","1121"
"2850","60001","Caja 24 esferas 3CM Azul Marino Brillante ","22.00","1803"
"2854","16982","Metro de Manguera LED Calida","10.88","666"
"2855","0","Libre","185.00","684"
"2856","0","Libre","185.00","685"
"2857","0","Libre","185.00","686"
"2858","32100","Santa Claus Espiral Rojo/Blanco 25X8CM","20.50","209"
"2859","32101","Muñeco de Nieve Espiral Rojo/Blanco 25X8CM","20.50","210"
"2860","32102","Reno Espiral Rojo/Cafe 25X8CM","20.50","211"
"2861","10996","Serie Destellos V3 LED 500 Luces Color c/Negro 9.5M","149.00","1122"
"2862","52454","Inflable 2.4M Muneco de Nieve WS301314M","688.00","1408"
"2865","64637","Bote 20 Esferas 8CM Chocolate y Oro B8CH-O-20pz","94.00","1058"
"2866","30401","Reloj Figuras Navideñas Rojo 57X27CM","143.00","212"
"2867","1","ERROR ESTACIONALIDAD X2","126.00","213"
"2868","0","Libre","126.00","214"
"2869","0","Libre","103.00","318"
"2871","63479","Bote 40 Esferas 6CM B6R+W-40pz","95.95","1692"
"2872","33000","Bota Terciopelo Santa Claus Roja/Blanca 43X28CM","70.00","215"
"2873","33001","Bota Terciopelo Muñeco de Nieve Roja/Blanca 43X28CM","70.00","216"
"2874","0","Libre","59.00","217"
"2875","52475","Inflable 2.4M Santa Claus WS201254","966.00","1403"
"2876","51804","Inflable 1.8M Muneco de Nieve WS301335","555.00","1404"
"2879","17683","Destellador Laser Puntos con Sensor Musical Ml4000A","100.00","1574"
"2882","59802","Farol de Plastico con Luz 1.15M","387.00","133"
"2883","30605","Cojin Lentejuela Rojo Copos de Nieve 38X38CM","112.00","984"
"2884","30601","Cojin Lentejuela Oro Feliz Navidad 38X38CM","112.00","983"
"2885","30603","Cojin Lentejuela Oro Pino 38X38CM","112.00","982"
"2886","30602","Cojin Lentejuela Oro Copos de Nieve 38X38CM","112.00","981"
"2887","0","Libre","310.50","1108"
"2888","10964","Serie Destellos V3 LED 300 Luces Calida c/Negro 5.2M","99.00","1070"
"2889","10973","Serie Destellos V3 LED 300 Luces Bco/Az c/Negro5.2M","98.70","1072"
"2890","10457","Serie Minicanica V8 LED 100 Luces Bicolor c/Negro 6.5M ","52.00","1083"
"2891","10577","Serie Minicanica V8 LED 300 Luces Bicolor c/Verde 15M ","122.00","1106"
"2892","10363","Serie LED 1000 Luces Calida c/Transparente 50M","267.00","1064"
"2893","10365","Serie LED 1000 Luces Color c/Transparente 50M","279.40","1094"
"2894","11232","Serie Diamante LED 100 Luces Blanca c/Negro6.2M","43.00","1086"
"2895","11234","Serie Diamante LED 100 Luces Calida c/Negro6.2M","43.00","1087"
"2896","11237","Serie Diamante LED 100 Luces Bicolor c/Negro 5M","51.00","1354"
"2897","11352","Serie Diamante LED 300 Luces Blanca c/Negro 14.7M","112.00","1067"
"2898","31000","Botita Santa Claus Roja 25X13CM","21.00","322"
"2899","31006","Botita Muñeco de Nieve Verde 25X13CM","21.00","320"
"2901","31010","Botita Copos de Nieve y Santa Claus Roja 25X13CM","23.80","319"
"2902","31016","Botita Copos de Nieve y Muñeco de Nieve Verde 25X13CM","23.80","321"
"2904","40353","Arbol 1.8M Verde Lux Hz 180","561.90","1468"
"2910","17971","Temporizador","44.50","249"
"2911","20051","Malla Corta Azul Marino CSM02","43.50","4"
"2912","20056","Malla Corta Beige CSM04","43.50","5"
"2913","20061","Malla Corta Blanca con Plata CSM17","43.50","6"
"2914","20071","Malla Corta Morada CSM07","43.50","7"
"2915","20075","Malla Corta Oro CSM37","43.50","8"
"2916","20081","Malla Corta Roja CSM13","43.50","9"
"2924","29466","Rollo 50M Liston Oro H844104","213.75","3105"
"2929","53001","Inflable 3M Trineo WS201257","1263.00","1409"
"2932","0","Libre","50.00","1841"
"2933","14021","Cascada LED 200 Luces Blanca C/Transparente 4M","75.00","1313"
"2934","25070","Nochebuena Oro DL63301","16.15","552"
"2935","25073","Nochebuena Roja DL63301","15.00","553"
"2936","28050","Nochebuena Oro DL64014","14.00","558"
"2937","28053","Nochebuena Roja  DL64014","13.30","750"
"2938","27342","Vara C/Acrilico Blanca SEM4423W","18.00","1587"
"2943","16084","Manguera Jl5063  LED Bicolor 10M","120.00","1301"
"2944","49856","Metro de Guirnalda Doble Verde","11.99","311"
"2945","49966","Rollo 20M Feston Boa Nevado","53.06","3410"
"2946","0","Libre","35.00","1169"
"2947","0","Libre","10.88","2436"
"2949","52421","Inflable 2.40M Muñeco de Nieve que Tiembla JL96077","730.00","187"
"2951","52498","Arco Navideño Santa Y Duendes 2.4 M Ml9167","890.00","372"
"2952","27092","Helecho Mediano Plata M21124","9.50","555"
"2954","0","Libre","40.00","890"
"2955","0","Libre","40.00","916"
"2956","0","Libre","40.00","917"
"2957","0","Libre","30.00","909"
"2958","29022","Berry Blanco F66602","16.00","935"
"2959","29033","Berry Rojo F66602","16.00","936"
"2960","0","Libre","30.00","881"
"2961","27102","Hoja Chica Blanca R21240","9.50","937"
"2962","27110","Hoja Chica Oro R21240","9.50","938"
"2963","27113","Hoja Chica Roja R21240","9.50","939"
"2964","0","Libre","12.70","940"
"2965","27282","Vara Blanca DL05081","34.00","941"
"2966","0","Libre","34.00","942"
"2967","27293","Vara Roja DL05081","34.00","943"
"2968","0","Libre","40.00","911"
"2969","0","Libre","30.00","891"
"2970","10190","Serie LED 300 Luces Naranja c/Naranja 15M","109.00","920"
"2971","41251","Árbol Con Perlas LED Blanca 1.2M ","190.00","906"
"2972","0","Libre","300.00","905"
"2973","0","Libre","45.00","888"
"2974","10575","Serie Minicanica V8 LED 300 Luces Color C/Transparente","15.00","919"
"2976","0","Libre","101.00","921"
"2977","0","Libre","147.00","924"
"2979","17681","Destellador Laser Figuras Navideñas P02","121.00","208"
"2980","59908","Nacimiento Animado Chico Color","225.00","191"
"2982","0","Libre","94.30","1696"
"2983","0","Libre","147.00","1031"
"2985","64379","Bote 40 Esferas 7CM Roja y Blanca B7R+W-40pz","147.00","928"
"3000","9004","Control P/manguera De Movimiento 3 Pines","27.00","622"
"3001","9051","Control P/ Tira Led Blanca","29.83","593"
"3002","9052","Control P/ Tira Led Color","27.00","592"
"3004","63827","Bote 20 Esferas 7CM Roja B7R-20pz","75.00","1049"
"3010","0","Libre","94.00","1047"
"3013","0","Libre","75.00","1059"
"3014","0","Libre","50.00","1048"
"3030","9006","Cople Para Manguera 2 Pines","2.00","2867"
"3031","63065","Bote 30 Esferas 6CM TS-606-30D","107.00","241"
"3032","30407","Reloj Figuras Navideñas Lentejuela Rojo 57X27CM","143.00","972"
"3036","0","Libre","62.00","242"
"3037","0","Libre","120.00","238"
"3038","14087","Cascada LED 500 Luces Rosa C/Rosa 10M","182.80","595"
"3039","0","Libre","150.00","239"
"3041","0","Libre","185.00","931"
"3042","29436","Metro de Liston Oro H844104","4.49","945"
"3043","29437","Metro de Liston Rojo H844106","4.50","946"
"3044","29438","Metro de Liston Champagne F577103","4.20","947"
"3046","17857","Pico de Metal Mediano LED 100 Luces Oro","202.00","2389"
"3050","0","Libre","75.00","1053"
"3052","49967","Rollo 20M Feston Boa Verde","53.01","3247"
"3055","14085","Cascada LED 500 Luces Azul C/Azul 10M","182.80","1149"
"3056","16529","Manguera Plana LED Blanca/Azul 10M","163.99","1147"
"3062","0","Libre","37.66","269"
"3063","0","Libre","37.66","270"
"3067","0","Libre","81.66","272"
"3078","0","Libre","94.00","1051"
"3079","0","Libre","75.00","1056"
"3084","63064","Bote 30 Esferas 6CM TS-60LDD-30D","116.00","2202"
"3092","11354","Serie Diamante LED 300 Luces Calida c/Negro 14.7M","106.00","1068"
"3093","11356","Serie Diamante LED 300 Luces Color c/Verde  14.7M","106.00","1088"
"3095","14023","Cascada LED 200 Luces Color C/Transparente 4M","75.00","1314"
"3096","14088","Cascada LED 500 Luces Az/Bco C/Transparente 10.5M","170.00","1315"
"3097","14162","Cascada LED 1000 Luces Calida C/Transparente 20 M","410.00","1209"
"3098","14341","Cascada Destellos V3 LED 240 Luces Blanca c/Verde 3.5M","124.00","1113"
"3099","14343","Cascada Destellos V3 LED 240 Luces Color 3.5M","124.00","1114"
"3100","14383","Cascada Destellos V3 LED 480 Luces Color 6.5M","226.00","1116"
"3101","14382","Cascada Destellos V3 LED 480 Luces Calida c/Verde 6.5M","226.00","1117"
"3102","17531","Cortina LED 800 Luces Blanca Flash C/Transp 3X3M","337.99","1307"
"3103","0","Libre","140.00","1148"
"3104","0","Libre","99.00","1378"
"3107","10093","Serie Musical LED 140 Luces Calida C/Transparente 7.6M","68.00","3124"
"3109","52464","Inflable 2.40M Muñeco Terciopelo Blanco JL96171","940.00","1028"
"3110","51273","Inflable 1.20M Oso Felpa Blanco JL96185","610.00","1029"
"3112","0","Libre","50.00","1043"
"3115","52492","Inflable 2.40M Oso Navideño Felpa ML9177","888.00","1125"
"3123","0","Libre","21.38","753"
"3154","0","Libre","530.00","1015"
"3155","59913","Nacimiento Vino Tradicional","500.00","1016"
"3175","17723","Serie de Flor con Espinas 20 Luces Color LED 2.10M","40.00","800"
"3177","0","Libre","46.50","801"
"3179","0","Libre","56.90","244"
"3180","28110","Nochebuena Oro N06689","18.50","1584"
"3183","40453","Arbol 2.1M Verde Lux Hz 210","651.81","1469"
"3188","27133","Palma Chica Roja M10011","15.68","866"
"3189","0","Libre","147.00","1032"
"3191","0","Libre","145.00","970"
"3202","0","Libre","74.50","1912"
"3204","17713","Serie de Flor Ciruelo LED 36 Luces Tricolor 3.1M","40.33","414"
"3205","0","Libre","46.50","802"
"3207","0","Libre","37.95","413"
"3210","0","Libre","150.00","219"
"3211","0","Libre","150.00","220"
"3221","41205","Arbol con Flores LED Calida 26X42CM","162.00","1350"
"3224","0","Libre","28.00","10"
"3225","22030","Pick Nochebuena Chica Oro S05090","7.30","126"
"3226","22033","Nochebuena Chica Roja S05090","7.30","127"
"3228","0","Libre","9.50","340"
"3229","22050","Nochebuena Oro M05159","9.50","338"
"3230","22052","Nochebuena Plata M05159","9.50","1972"
"3231","22053","Nochebuena Roja M05159","12.50","339"
"3232","29001","Berries Nevados S36088","57.95","324"
"3233","25223","Vara Nochebuena X3 Champange M01587","24.00","2220"
"3234","10433","Serie Minicanica V8 LED 50 Luces Bco/Az c/Negro 3.3M","20.25","804"
"3237","0","Libre","9.70","128"
"3238","27082","Helecho Mediano Blanco M21124","9.50","862"
"3241","27096","Helecho Mediano Verde M21124","9.03","863"
"3243","24130","Vara Tipo Coral Oro  S66845","16.50","2251"
"3245","0","Libre","35.00","1170"
"3249","27072","Helecho Plata R21271","9.22","129"
"3254","28042","Nochebuena Blanca DL64014","13.30","557"
"3255","31101","Mini Muñeco de Nieve Rojo/Blanco 15X9CM ","13.50","222"
"3256","31100","Mini Santa Claus Rojo/Blanco 15X9CM","13.50","435"
"3257","31102","Mini Reno Rojo/Café 15X9CM","13.50","436"
"3265","54009","Inflable 4M Santa Claus Gigante JL96300","2350.00","2735"
"3266","54003","Inflable Muñeco c/Dos Esferas 4M JL96301","2250.00","2736"
"3268","52456","Inflable 2.40M Muñeco de Nieve con Esfera JL96145","1000.00","188"
"3269","10546","Serie Minicanica V8 LED 200 Luces Color c/Verde 10M","71.00","2898"
"3270","10455","Serie Minicanica V8 LED 100 Luces Color C/Transparente 6.5M","45.00","1192"
"3271","10634","Serie Minicanica V8 LED 500 Luces Calida c/Verde 25M","0.00","783"
"3272","14248","Cascada Minicanica V8 LED 500 Luces Az/Bco c/Blanco 10M","221.99","646"
"3273","14241","Cascada Minicanica V8 LED 500 Luces Blanco C/Blanco 10M","226.00","408"
"3274","14243","Cascada Minicanica V8 LED 500 Luces Color c/Blanco 10M","226.00","407"
"3275","17632","Punta de Arbol LED 10 Luces Blanca Mediana","36.50","371"
"3276","0","Libre","36.50","240"
"3279","0","Libre","8.55","345"
"3280","0","Libre","173.00","268"
"3281","0","Libre","173.00","265"
"3282","0","Libre","173.00","266"
"3286","5153","Celular","30.00","1167"
"3293","40454","Arbol 2.10M Nevado con Piñas SP701-210","2670.00","1382"
"3294","9101","Motor Para Inflable Chico","0.01","381"
"3295","9102","Motor Para Inflable Mediano","0.01","382"
"3297","9105","Eliminador Para Inflable","110.00","379"
"3298","5402","Cable Para Inflable","0.01","380"
"3303","51064","Inflable 60cm Esfera Muñeco Y Pino Mov Ml9053","350.00","375"
"3304","51065","Inflable 60CM Esfera Reno y Pino Mov ML9054","350.00","374"
"3349","10361","Serie LED 1000 Luces Blanca c/Transparente 50M","260.00","1063"
"3353","0","Libre","27.00","1814"
"3354","0","Libre","74.50","1859"
"3355","0","Libre","77.00","1864"
"3356","0","Libre","74.50","1862"
"3357","0","Libre","27.00","1815"
"3358","0","Libre","74.50","1861"
"3359","0","Libre","27.00","1816"
"3360","60449","Caja 12 Esferas 8CM Plata Mate","74.50","1921"
"3361","0","Libre","33.00","1829"
"3362","0","Libre","74.50","1922"
"3363","0","Libre","74.50","1923"
"3364","0","Libre","35.00","1830"
"3365","0","Libre","74.50","1924"
"3366","60476","Caja 12 Esferas 8CM Jade Brillante ","74.50","1867"
"3367","0","Libre","50.00","1856"
"3368","0","Libre","32.00","1832"
"3369","0","Libre","74.50","1925"
"3370","0","Libre","35.00","1837"
"3371","0","Libre","74.54","1868"
"3372","0","Libre","32.00","1838"
"3373","0","Libre","32.00","1839"
"3374","0","Libre","35.00","1840"
"3375","0","Libre","77.00","1869"
"3376","0","Libre","47.00","1842"
"3377","0","Libre","47.00","1844"
"3378","0","Libre","47.00","1845"
"3380","0","Libre","24.00","1847"
"3381","0","Libre","50.00","1848"
"3382","0","Libre","50.00","1849"
"3383","0","Libre","74.50","1929"
"3384","0","Libre","47.00","1850"
"3385","0","Libre","50.00","1851"
"3386","0","Libre","50.00","1852"
"3387","0","Libre","50.00","1854"
"3388","0","Libre","74.50","1936"
"3389","0","Libre","74.50","1917"
"3390","40404","Arbol 1.90 Verde Royal Canada  ","813.11","1610"
"3391","22022","Nochebuena Chica Blanca S05090","6.94","1679"
"3392","0","Libre","101.00","1695"
"3393","0","Libre","37.00","1825"
"3394","12582","Serie Ciempies LED 500 Luces Blanca c/Negro 9M","84.00","1707"
"3395","12586","Serie Ciempies LED 500 L Color c/Negro 9M","84.00","1708"
"3396","11248","Serie Diamante LED 100 Luces Blanca/Rosa c/Negro 6M","21.00","1726"
"3397","17706","Serie Gran Fibra LED 500 Luces Blanca 35M","105.00","1740"
"3398","41003","Arbol 2.10M Fibra Optica Tricolor JLA007-21","1630.00","1713"
"3401","11353","Serie Diamante LED 300 Luces Calida C/Transparente 14.7M","115.00","1714"
"3402","0","Libre","115.00","1715"
"3403","12132","Serie 9V Esmerilado LED 300 Luces Blanca c/Negro 15M","86.80","1718"
"3404","0","Libre","243.60","1719"
"3405","0","Libre","243.60","1720"
"3406","0","Libre","73.50","1721"
"3407","14661","Cascada Gran Fibra LED 200 Luces Blanca c/Negro 4M","56.00","1722"
"3408","14681","Cascada Gran Fibra LED 300 Luces Blanca c/Negro 4.5M","84.00","1723"
"3409","14722","Cascada Gran Fibra LED 500 Luces Calida c/Negro 6.9M","133.00","1724"
"3410","17703","Serie Foco Largo LED 300 Luces Azul 14.4M","52.50","1727"
"3411","17704","Serie Foco Largo LED 300 Luces Bla/Az 14.4M","52.50","1728"
"3412","12584","Serie Ciempies LED 500 Luces Calida c/Verde","84.00","1776"
"3413","12581","Serie Ciempies LED 500 Luces Blanca C/Transparente","84.00","1778"
"3414","12583","Serie Ciempies LED 500 Luces Calida c/Transparente","84.00","1779"
"3416","0","Libre","94.50","1780"
"3417","17705","Serie Gran Fibra LED 300 Luces Blanca 21M","56.00","1739"
"3418","12134","Serie 9v Esmerilado LED 300 Luces Calida c/Negro 15M","86.80","1735"
"3419","0","Libre","243.60","1736"
"3424","0","Libre","74.50","1860"
"3426","33253","Oso Navideño Peluche Varios","65.00","1768"
"3427","0","Libre","53.00","1767"
"3428","10588","Serie Minicanica V8 LED 300 Luces Bco/Az C/Transparent 16.4M","127.00","1753"
"3429","40451","Arbol 2.10M Verde ZG210Z","528.30","1763"
"3430","27070","Helecho Oro R21271","9.22","1757"
"3432","40354","Arbol 1.80M ZG180Z VERDE","390.60","3250"
"3433","0","Libre","105.00","1783"
"3435","40259","Arbol 1.50M Verde ZG150Z","282.60","1790"
"3436","0","Libre","35.00","1817"
"3437","0","Libre","35.00","1835"
"3438","0","Libre","50.00","1853"
"3440","12191","Serie 9V Esmerilado LED 500 Luces Blanco c/Trans 25M","161.00","1939"
"3441","40351","Arbol 1.80M Blanco ZG180AB","639.00","3471"
"3442","17663","Lampara Color 23 Cambios ","50.00","1944"
